"locationTags.href","locationTags.text"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401066-Reviews-Azad_Maidan-Panaji_Goa.html","Azad Maidan"
"https://www.tripadvisor.in/Attraction_Review-g306993-d4138916-Reviews-Baga_Retreat_House-Bardez_Goa.html","Baga Retreat House"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c41-t185-Goa.html","Lessons & Workshops (4)"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d3705850-Reviews-Laxmi_Narasimha_Temple-Ponda_Goa.html","Laxmi Narasimha Temple"
"https://www.tripadvisor.in/Attraction_Review-g2258427-d5601835-Reviews-Abyss_marine_aquarium-Verna_Goa.html","abyss-marine-aquarium"
"https://www.tripadvisor.in/Attraction_Review-g1064392-d4138931-Reviews-Burnzam_Ghor-Colva_Goa.html","Burnzam Ghor"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c56-t110-Goa.html","Game & Entertainment Centres (2)"
"https://www.tripadvisor.in/Attraction_Review-g306996-d7721322-Reviews-Bamanbudo_Waterfall-Canacona_Goa.html","Bamanbudo Waterfall"
"https://www.tripadvisor.in/Attraction_Review-g1092070-d3827118-Reviews-Casino_Pearl-Bogmalo_Goa.html","Casino Pearl"
"https://www.tripadvisor.in/Attraction_Review-g1925961-d7900197-Reviews-Christ_Rei_Chapel-Betalbatim_Salcette_District_Goa.html","Christ Rei Chapel"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3705079-Reviews-Sao_Jacinto_Island-Panaji_Goa.html","Sao Jacinto Island"
"https://www.tripadvisor.in/Attraction_Review-g5973176-d6728662-Reviews-Prehistoric_Rock_Art_Gallery-Rivona_Goa.html","Prehistoric Rock Art Gallery"
"https://www.tripadvisor.in/Attraction_Review-g297605-d638568-Reviews-Acorn_Arcade-Candolim_Bardez_Goa.html","Acorn Arcade"
"https://www.tripadvisor.in/Attraction_Review-g2295141-d3912960-Reviews-Kerim_Beach-Aronda_Goa.html","Kerim Beach"
"https://www.tripadvisor.in/Attraction_Review-g303877-d9731610-Reviews-Mandovi_RIver-Panaji_Goa.html","Mandovi RIver"
"https://www.tripadvisor.in/Attraction_Review-g1204880-d6040978-Reviews-Pilot_Point-Vasco_da_Gama_Goa.html","Pilot Point"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2648569-Reviews-Gateway_of_the_Palace_of_Yusuf_Adil_Shah-Panaji_Goa.html","Gateway of the Palace of Yusuf Adil Shah"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t269-Goa.html","Photography Tours (1)"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3837854-Reviews-Casino_Paradise-Panaji_Goa.html","Casino Paradise"
"https://www.tripadvisor.in/Attraction_Review-g2037406-d3928827-Reviews-Mhadei_Wildlife_Sanctuary-Sanguem_Goa.html","Mhadei Wildlife Sanctuary"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4138944-Reviews-Statue_of_Abbe_Faria-Panaji_Goa.html","Statue of Abbe Faria"
"https://www.tripadvisor.in/Attraction_Review-g2306345-d3915947-Reviews-Mario_Gallery-Penha_de_Franca_Goa.html","Mario Gallery"
"https://www.tripadvisor.in/Attraction_Review-g8755943-d8750541-Reviews-Sweet_Water_Lake-Paliyem_Goa.html","Sweet Water Lake"
"https://www.tripadvisor.in/Attraction_Review-g816969-d4138934-Reviews-Partagal_Matha_Temple-Agonda_Goa.html","Partagal Matha Temple"
"https://www.tripadvisor.in/Attraction_Review-g303877-d6104650-Reviews-Campal_Gardens-Panaji_Goa.html","Campal Gardens"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d4138936-Reviews-Sri_Devaki_Krishna_Temple-Ponda_Goa.html","Sri Devaki Krishna Temple"
"https://www.tripadvisor.in/Attraction_Review-g2258427-d8454241-Reviews-Shri_Mahalasa_Narayani_Prasanna-Verna_Goa.html","Shri Mahalasa Narayani Prasanna"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d4138925-Reviews-Jorge_Barreto_Park-Margao_Goa.html","Jorge Barreto Park"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2721523-Reviews-Canaguinim_Beach-Panaji_Goa.html","Canaguinim Beach"
"https://www.tripadvisor.in/Attraction_Review-g306996-d4401142-Reviews-Shri_Saunsthan_Gokarn_Partagali_Jeevotham_Math-Canacona_Goa.html","Shri Saunsthan Gokarn Partagali Jeevotham Math"
"https://www.tripadvisor.in/Attraction_Review-g303877-d6104661-Reviews-Jogger_s_Park-Panaji_Goa.html","Jogger's Park"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2708793-Reviews-Church_of_Our_Lady_of_Rosary-Panaji_Goa.html","Church of Our Lady of Rosary"
"https://www.tripadvisor.in/Attraction_Review-g297606-d3569065-Reviews-Indologie_The_Alternative_Indian_Art_Store-Salcette_District_Goa.html","Indologie - The Alternative Indian Art Store"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d6041506-Reviews-Safa_Shahouri_Masjid-Ponda_Goa.html","Safa Shahouri Masjid"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t183-Goa.html","Walking Tours (4)"
"https://www.tripadvisor.in/Attraction_Review-g1092070-d3912966-Reviews-Hansa_Beach-Bogmalo_Goa.html","Hansa Beach"
"https://www.tripadvisor.in/Attraction_Review-g1438385-d4138921-Reviews-Siridao_Beach-Mapusa_Goa.html","Siridao Beach"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d3705922-Reviews-Sri_Nagueshi_Temple-Ponda_Goa.html","Sri Nagueshi Temple"
"https://www.tripadvisor.in/Attraction_Review-g2531484-d4138926-Reviews-Mormugao_Fort-Mormugao_Goa.html","Mormugao Fort"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3913042-Reviews-St_Sebastian_Chapel-Panaji_Goa.html","St Sebastian Chapel"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4176698-Reviews-Our_Lady_of_Monte_Chapel-Panaji_Goa.html","Our Lady of Monte Chapel"
"https://www.tripadvisor.in/Attraction_Review-g2285986-d4138918-Reviews-Bogmala_Beach-Velsao_Goa.html","Bogmala Beach"
"https://www.tripadvisor.in/Attraction_Review-g1199433-d9779052-Reviews-Sultan_Jewellers-Majorda_Goa.html","Sultan Jewellers"
"https://www.tripadvisor.in/Attraction_Review-g1199433-d8813928-Reviews-Ali_Babas_Cave-Majorda_Goa.html","Ali Babas Cave"
"https://www.tripadvisor.in/Attraction_Review-g2322134-d4138941-Reviews-Marivel_Beach-Bambolim_Goa.html","Marivel Beach"
"https://www.tripadvisor.in/Attraction_Review-g297606-d4155040-Reviews-Rachol_Fort-Salcette_District_Goa.html","Rachol Fort"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c56-t261-Goa.html","Other Fun & Games (1)"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d6040969-Reviews-Monte_Hill-Margao_Goa.html","Monte Hill"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401203-Reviews-St_Monica_Church-Panaji_Goa.html","St Monica Church"
"https://www.tripadvisor.in/Attraction_Review-g1438385-d4138928-Reviews-Sri_Kalika_Temple-Mapusa_Goa.html","Sri Kalika Temple"
"https://www.tripadvisor.in/Attraction_Review-g1204883-d10020423-Reviews-Sunburn_Goa-Vagator_Goa.html","Sunburn Goa"
"https://www.tripadvisor.in/Attraction_Review-g306995-d4843852-Reviews-Cricketers_Multi_Cusion-Calangute_Goa.html","Cricketers Multi Cusion"
"https://www.tripadvisor.in/Attraction_Review-g306996-d4435613-Reviews-Anjadip_Island-Canacona_Goa.html","Anjadip Island"
"https://www.tripadvisor.in/Attraction_Review-g297604-d3198198-Reviews-Goa_Animal_Welfare_Trust-Goa.html","Goa Animal Welfare Trust"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2721505-Reviews-Bambolim_Beach-Panaji_Goa.html","Bambolim Beach"
"https://www.tripadvisor.in/Attraction_Review-g4444110-d4435755-Reviews-Netravali_Wildlife_Sanctuary-Netravali_Goa.html","Netravali Wildlife Sanctuary"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t235-Goa.html","Private Tours (2)"
"https://www.tripadvisor.in/Attraction_Review-g306996-d4138911-Reviews-Shri_Navdurga_Temple-Canacona_Goa.html","Shri Navdurga Temple"
"https://www.tripadvisor.in/Attraction_Review-g1204880-d3208359-Reviews-Issorcim_Beach-Vasco_da_Gama_Goa.html","Issorcim Beach"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d6104642-Reviews-Zalor_Beach-Margao_Goa.html","Zalor Beach"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401202-Reviews-Church_Of_St_Anne_At_Talaulim-Panaji_Goa.html","Church Of St Anne At Talaulim"
"https://www.tripadvisor.in/Attraction_Review-g2322160-d3913369-Reviews-Cabo_Raj_Bhavan-Caranzalem_Goa.html","Cabo Raj Bhavan"
"https://www.tripadvisor.in/Attraction_Review-g2285986-d2667626-Reviews-Velsao_Chapel-Velsao_Goa.html","Velsao Chapel"
"https://www.tripadvisor.in/Attraction_Review-g1833171-d6950363-Reviews-Atreya_Vedic_and_Spice_Plantation-Mollem_National_Park_Goa.html","Atreya Vedic and Spice Plantation"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t187-Goa.html","Boat Rentals (2)"
"https://www.tripadvisor.in/Attraction_Review-g1438385-d2711459-Reviews-Cansaulim_Church-Mapusa_Goa.html","Cansaulim Church"
"https://www.tripadvisor.in/Attraction_Review-g303877-d8780565-Reviews-Jardim_Garcia_de_Orta-Panaji_Goa.html","Jardim Garcia de Orta"
"https://www.tripadvisor.in/Attraction_Review-g306993-d6040903-Reviews-Monsoon_Heritage_Studio-Bardez_Goa.html","Monsoon Heritage Studio"
"https://www.tripadvisor.in/Attraction_Review-g306993-d8115405-Reviews-The_Church_of_Our_Lady_of_Socorro-Bardez_Goa.html","The Church of Our Lady of Socorro"
"https://www.tripadvisor.in/Attraction_Review-g306993-d6040788-Reviews-Nossa_Senhora_de_Penha_de_Franca-Bardez_Goa.html","Nossa Senhora de Penha de Franca"
"https://www.tripadvisor.in/Attraction_Review-g297604-d1380444-Reviews-Nehru_Stadium-Goa.html","Nehru Stadium"
"https://www.tripadvisor.in/Attraction_Review-g1833171-d8655889-Reviews-Devils_Canyon-Mollem_National_Park_Goa.html","Devils Canyon"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401021-Reviews-Goa_University-Panaji_Goa.html","Goa University"
"https://www.tripadvisor.in/Attraction_Review-g2307943-d4138942-Reviews-Shirr_Purchevo_Ravalnatha_Temple-Arambol_Goa.html","Shirr Purchevo Ravalnatha Temple"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401012-Reviews-Institute_Menezes_Braganza-Panaji_Goa.html","Institute Menezes Braganza"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4138939-Reviews-Maruti_Temple-Panaji_Goa.html","Maruti Temple"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2721531-Reviews-Chapel_of_St_Lawrence-Panaji_Goa.html","Chapel of St Lawrence"
"https://www.tripadvisor.in/Attraction_Review-g3397702-d8598884-Reviews-Ashvek_Vintage_World-Nuvem_Goa.html","Ashvek Vintage World"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t270-Goa.html","Stand-Up Paddleboarding (2)"
"https://www.tripadvisor.in/Attraction_Review-g297604-d10061288-Reviews-Dr_Alvaro_Loyola_Furtado_Mansion-Goa.html","Dr. Alvaro Loyola Furtado Mansion"
"https://www.tripadvisor.in/Attraction_Review-g8762650-d8760135-Reviews-Achies_Art_Gallery-Guirdolim_Goa.html","Achies Art Gallery"
"https://www.tripadvisor.in/Attraction_Review-g8667924-d8666567-Reviews-Shree_Shantadurga_Kunkalikarin_Temple-Fatorpa_Goa.html","Shree Shantadurga Kunkalikarin Temple"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d6104641-Reviews-Rivona_Buddhist_Caves-Ponda_Goa.html","Rivona Buddhist Caves"
"https://www.tripadvisor.in/Attraction_Review-g303877-d6041542-Reviews-Public_Observatory-Panaji_Goa.html","Public Observatory"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d4401184-Reviews-Jama_Masjid_Margao-Margao_Goa.html","Jama Masjid Margao"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d4138940-Reviews-Sri_Ananta_Temple-Ponda_Goa.html","Sri Ananta Temple"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3912978-Reviews-Dias_Beach-Panaji_Goa.html","Dias Beach"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2721537-Reviews-Church_of_Nossa_Senhora_de_Monte-Panaji_Goa.html","Church of Nossa Senhora de Monte"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401110-Reviews-Pilar_Museum-Panaji_Goa.html","Pilar Museum"
"https://www.tripadvisor.in/Attraction_Review-g9698047-d9624440-Reviews-Ruins_of_Nossa_Senhora_de_Saude-Sancoale_Goa.html","Ruins of Nossa Senhora de Saude"
"https://www.tripadvisor.in/Attraction_Review-g2285986-d9609024-Reviews-The_Our_Lady_of_Assumption_Church-Velsao_Goa.html","The Our Lady of Assumption Church"
"https://www.tripadvisor.in/Attraction_Review-g2306301-d9608969-Reviews-St_Rita_s_Church-Curtorim_Goa.html","St Rita's Church"
"https://www.tripadvisor.in/Attraction_Review-g312681-d9608963-Reviews-Our_Lady_Of_Health_Church-Cansaulim_Goa.html","Our Lady Of Health Church"
"https://www.tripadvisor.in/Attraction_Review-g8858924-d8840935-Reviews-Sarzora_Lake-Sarzora_Goa.html","Sarzora Lake"
"https://www.tripadvisor.in/Attraction_Review-g303877-d6040909-Reviews-Kristu_Kala_Mandir_Art_Gallery-Panaji_Goa.html","Kristu Kala Mandir Art Gallery"
"https://www.tripadvisor.in/Attraction_Review-g303877-d6040791-Reviews-Secretariat_Building-Panaji_Goa.html","Secretariat Building"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d4401200-Reviews-Namazgah-Ponda_Goa.html","Namazgah"
"https://www.tripadvisor.in/Attraction_Review-g1888179-d4401141-Reviews-Shantadurga_Kalangutkarin_Temple-Bicholim_Goa.html","Shantadurga Kalangutkarin Temple"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d4401086-Reviews-Rustic_Plantation-Ponda_Goa.html","Rustic Plantation"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d4401055-Reviews-Vivian_Coutinho_Mansion-Margao_Goa.html","Vivian Coutinho Mansion"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3913035-Reviews-Royal_Chapel_of_St_Anthony-Panaji_Goa.html","Royal Chapel of St Anthony"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t192-Goa.html","Parasailing & Paragliding (3)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t213-Goa.html","Balloon Rides (2)"
"https://www.tripadvisor.in/Attraction_Review-g1204880-d5782420-Reviews-Tilak_Maidan_Stadium-Vasco_da_Gama_Goa.html","Tilak Maidan Stadium"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3735432-Reviews-Pandava_s_Drum-Panaji_Goa.html","Pandava's Drum"
"https://www.tripadvisor.in/Attraction_Review-g303877-d2721519-Reviews-Cabo_Chapel-Panaji_Goa.html","Cabo Chapel"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t199-Goa.html","Waterskiing & Jetskiing (2)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t190-Goa.html","Speed Boats Tours (2)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t184-Goa.html","Water Sports (2)"
"https://www.tripadvisor.in/Attraction_Review-g303877-d7902656-Reviews-Big_G-Panaji_Goa.html","Big G"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d2054986-Reviews-Big_G_Mall-Margao_Goa.html","Big G Mall"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t193-Goa.html","River Rafting & Tubing (1)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c56-t97-Goa.html","Movie Theatres (2)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t188-Goa.html","Dolphin & Whale Watching (2)"
"https://www.tripadvisor.in/Attraction_Review-g2322134-d3912970-Reviews-Vainguinim_Beach-Bambolim_Goa.html","Vainguinim Beach"
"https://www.tripadvisor.in/Attraction_Review-g6109760-d6104665-Reviews-Wax_World_Museum-Goa_Velha_Goa.html","Wax World Museum"
"https://www.tripadvisor.in/Attraction_Review-g635747-d9866806-Reviews-Snow_Park-Baga_Goa.html","Snow Park"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t223-Goa.html","Archaeology Tours (1)"
"https://www.tripadvisor.in/Attraction_Review-g1152662-d2711463-Reviews-Apna_Bazaar-Margao_Goa.html","Apna Bazaar"
"https://www.tripadvisor.in/Attraction_Review-g2322160-d4138927-Reviews-British_Cemetery-Caranzalem_Goa.html","British Cemetery"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t228-Goa.html","Historical & Heritage Tours (5)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t242-Goa.html","Shopping Tours (1)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c61-t217-Goa.html","Fishing Charters & Tours (2)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t225-Goa.html","Cultural Tours (3)"
"https://www.tripadvisor.in/Attractions-g297604-Activities-c42-t224-Goa.html","City Tours (3)"
"https://www.tripadvisor.in/Attraction_Review-g1204880-d10127590-Reviews-Monkey_Beach-Vasco_da_Gama_Goa.html","Monkey Beach"
"https://www.tripadvisor.in/Attraction_Review-g3397702-d10053137-Reviews-Froggyland-Nuvem_Goa.html","Froggyland"
"https://www.tripadvisor.in/Attraction_Review-g1584785-d9994824-Reviews-Goa_Fish_Museum-Ponda_Goa.html","Goa Fish Museum"
"https://www.tripadvisor.in/Attraction_Review-g297604-d9884556-Reviews-Goa_s_Ark-Goa.html","Goa's Ark"
"https://www.tripadvisor.in/Attraction_Review-g9681944-d9608970-Reviews-St_Rita_s_Church-Maina_Curtorim_Goa.html","St Rita's Church"
"https://www.tripadvisor.in/Attraction_Review-g297606-d6501264-Reviews-Treasures_Casino-Salcette_District_Goa.html","Treasures Casino"
"https://www.tripadvisor.in/Attraction_Review-g297604-d6500612-Reviews-Winners_Casino_and_Hacienda_de_ora-Goa.html","Winners Casino and Hacienda de ora"
"https://www.tripadvisor.in/Attraction_Review-g1204880-d6104645-Reviews-San_Antonio_Island-Vasco_da_Gama_Goa.html","San Antonio Island"
"https://www.tripadvisor.in/Attraction_Review-g5973176-d5973180-Reviews-Vimaleshwar_Temple-Rivona_Goa.html","Vimaleshwar Temple"
"https://www.tripadvisor.in/Attraction_Review-g303877-d5792249-Reviews-Gallery_Attic-Panaji_Goa.html","Gallery Attic"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4422055-Reviews-Kesarval_Spring-Panaji_Goa.html","Kesarval Spring"
"https://www.tripadvisor.in/Attraction_Review-g303877-d4401067-Reviews-Pinto_De_Rosario_Mansion-Panaji_Goa.html","Pinto De Rosario Mansion"
"https://www.tripadvisor.in/Attraction_Review-g1438385-d4138929-Reviews-Sri_Morjee_Temple-Mapusa_Goa.html","Sri Morjee Temple"
"https://www.tripadvisor.in/Attraction_Review-g306996-d4138913-Reviews-Shree_Sanusthan_Gokarn_Parthagali_Jeevotham_Math-Canacona_Goa.html","Shree Sanusthan Gokarn Parthagali Jeevotham Math"
"https://www.tripadvisor.in/Attraction_Review-g303877-d3705286-Reviews-The_Secretariat-Panaji_Goa.html","The Secretariat"
"https://www.tripadvisor.in/Attraction_Review-g1221419-d3203044-Reviews-Galjibag_Beach-Dabolim_Goa.html","Galjibag Beach"
